0,0
0,0
0.00,-0.23
0.00,-0.23
0.00,1.67
0.00,3.37
0.00,3.63
0.00,1.48
0.00,-1.61
0.00,-3.62
0.00,-3.34
0.00,-0.31
0.00,4.04
0.00,6.13
0.00,5.21
0.00,2.20
0.00,-3.04
0.00,-5.89
0.00,-5.26
0.00,-0.80
0.00,4.72
90.00,8.09
90.00,8.49
90.00,14.11
90.00,21.98
90.00,29.32
90.00,37.92
90.00,46.85
90.00,54.46
90.00,61.83
90.00,68.75
90.00,77.48
90.00,85.09
90.00,92.44
90.00,99.51
90.00,101.98
90.00,99.87
90.00,93.68
90.00,86.61
90.00,81.44
90.00,81.38
90.00,86.61
90.00,94.03
90.00,100.00
90.00,99.54
90.00,96.17
90.00,90.29
90.00,83.10
90.00,79.37
90.00,82.46
90.00,91.01
90.00,98.69
90.00,101.50
90.00,98.37
90.00,90.96
90.00,81.98
90.00,77.35
90.00,79.61
90.00,86.67
90.00,95.09
90.00,102.82
90.00,103.09
90.00,99.02
90.00,90.66
90.00,82.46
90.00,78.49
90.00,80.95
90.00,86.42
90.00,94.00
90.00,100.33
90.00,100.89
90.00,97.78
90.00,91.38
90.00,83.60
90.00,78.90
90.00,79.68
90.00,84.03
90.00,90.49
90.00,98.03
90.00,100.40
90.00,98.55
90.00,92.41
90.00,84.78
90.00,79.83
90.00,79.87
90.00,83.20
90.00,89.50
90.00,97.33
90.00,100.29
90.00,98.20
90.00,92.85
90.00,85.73
90.00,79.87
90.00,78.98
90.00,82.26
90.00,88.00
90.00,95.54
90.00,99.90
90.00,99.45
90.00,96.24
90.00,90.42
90.00,84.56
90.00,81.36
90.00,82.80
90.00,87.43
90.00,93.92
90.00,98.46
90.00,98.46
90.00,94.65
90.00,88.45
90.00,82.89
90.00,81.34
90.00,83.66
90.00,89.65
90.00,95.86
90.00,99.17
90.00,98.09
90.00,93.05
90.00,86.10
90.00,80.91
90.00,80.71
90.00,84.83
90.00,91.78
90.00,97.84
90.00,99.35
90.00,96.46
90.00,90.27
90.00,83.59
90.00,80.13
90.00,81.82
90.00,87.08
90.00,94.49
90.00,99.99
90.00,100.52
90.00,96.51
90.00,90.30
90.00,82.78
90.00,79.41
90.00,81.15
90.00,87.11
90.00,94.92
90.00,100.54
90.00,101.07
90.00,97.68
90.00,90.75
90.00,83.95
90.00,80.73
90.00,81.58
90.00,86.85
90.00,94.28
90.00,99.95
90.00,100.40
90.00,95.55
90.00,87.13
90.00,81.26
90.00,79.39
90.00,82.30
90.00,88.13
90.00,95.74
90.00,100.54
90.00,100.73
90.00,96.71
90.00,90.37
90.00,84.20
90.00,81.15
90.00,82.63
90.00,87.52
90.00,93.24
90.00,98.01
90.00,98.54
90.00,95.44
90.00,89.57
90.00,84.45
90.00,81.57
90.00,82.87
90.00,87.54
90.00,93.69
90.00,98.12
90.00,98.88
90.00,95.79
90.00,90.31
90.00,84.74
90.00,81.67
90.00,82.56
90.00,86.73
90.00,92.53
90.00,97.84
90.00,98.95
90.00,96.35
90.00,90.43
90.00,85.08
90.00,81.81
90.00,82.81
90.00,86.94
90.00,92.26
90.00,97.22
90.00,98.07
90.00,95.73
90.00,90.71
90.00,85.31
90.00,81.84
90.00,82.82
90.00,86.72
