0.0,0.0
0.0,0.0
0.00,-0.30
0.00,-0.25
0.00,2.56
0.00,4.12
0.00,2.12
0.00,-1.20
0.00,-3.73
0.00,-3.02
0.00,0.06
0.00,3.13
0.00,3.60
0.00,1.40
0.00,-1.56
0.00,-3.32
0.00,-2.20
0.00,1.40
0.00,3.48
0.00,3.14
0.00,0.78
0.00,-2.34
0.00,-3.14
0.00,-1.76
0.00,1.18
0.00,3.20
0.00,2.58
0.00,0.41
0.00,-1.63
0.00,-2.43
0.00,-0.93
0.00,1.27
0.00,2.35
0.00,1.93
-90.00,-0.63
-90.00,-3.73
-90.00,-9.66
-90.00,-16.19
-90.00,-23.48
-90.00,-30.68
-90.00,-38.17
-90.00,-45.44
-90.00,-52.98
-90.00,-60.50
-90.00,-68.42
-90.00,-75.89
-90.00,-82.81
-90.00,-89.98
-90.00,-96.01
-90.00,-97.17
-90.00,-94.54
-90.00,-88.99
-90.00,-84.29
-90.00,-83.09
-90.00,-86.09
-90.00,-90.23
-90.00,-93.74
-90.00,-94.31
-90.00,-92.23
-90.00,-88.52
-90.00,-86.46
-90.00,-86.72
-90.00,-89.21
-90.00,-92.32
-90.00,-93.37
-90.00,-92.04
-90.00,-89.21
-90.00,-87.23
-90.00,-86.94
-90.00,-88.72
-90.00,-91.40
-90.00,-93.17
-90.00,-92.26
-90.00,-89.09
-90.00,-87.02
-90.00,-87.60
-90.00,-89.67
-90.00,-92.44
-90.00,-92.97
-90.00,-91.11
-90.00,-88.52
-90.00,-87.37
-90.00,-88.19
-90.00,-90.27
-90.00,-92.55
-90.00,-92.45
-90.00,-90.03
-90.00,-86.62
-90.00,-86.28
-90.00,-88.97
-90.00,-92.27
-90.00,-93.02
-90.00,-90.92
-90.00,-87.63
-90.00,-85.84
-90.00,-87.25
-90.00,-91.00
-90.00,-94.12
-90.00,-93.88
-90.00,-90.10
-90.00,-86.31
-90.00,-85.97
-90.00,-88.84
-90.00,-92.45
-90.00,-93.46
-90.00,-91.36
-90.00,-87.24
-90.00,-84.86
-90.00,-86.63
-90.00,-91.26
-90.00,-94.66
-90.00,-94.09
-90.00,-90.57
-90.00,-86.20
-90.00,-85.15
-90.00,-87.62
-90.00,-92.01
-90.00,-94.49
-90.00,-92.68
-90.00,-88.47
-90.00,-85.31
-90.00,-86.27
-90.00,-90.02
-90.00,-94.23
-90.00,-94.57
-90.00,-91.11
-90.00,-87.23
-90.00,-85.48
-90.00,-87.82
-90.00,-91.31
-90.00,-93.50
-90.00,-91.69
-90.00,-88.60
-90.00,-86.74
-90.00,-88.18
-90.00,-91.03
-90.00,-93.01
-90.00,-92.42
-90.00,-89.39
-90.00,-86.70
-90.00,-86.51
-90.00,-88.99
-90.00,-92.43
-90.00,-93.83
-90.00,-91.60
-90.00,-87.62
-90.00,-85.49
-90.00,-87.20
-90.00,-92.49
-90.00,-95.47
-90.00,-93.61
-90.00,-88.64
-90.00,-83.82
-90.00,-84.27
-90.00,-88.72
-90.00,-93.95
-90.00,-96.15
-90.00,-94.09
-90.00,-89.08
-90.00,-84.49
-90.00,-84.25
-90.00,-88.31
-90.00,-93.81
-90.00,-95.99
-90.00,-92.72
-90.00,-87.51
-90.00,-84.75
-90.00,-85.88
-90.00,-89.80
-90.00,-93.94
-90.00,-94.55
-90.00,-91.52
-90.00,-87.00
-90.00,-85.01
-90.00,-86.61
-90.00,-90.24
-90.00,-93.86
-90.00,-94.91
-90.00,-91.80
-90.00,-86.50
-90.00,-83.49
-90.00,-85.68
-90.00,-90.72
-90.00,-94.81
-90.00,-95.10
-90.00,-90.73
-90.00,-85.64
-90.00,-84.30
-90.00,-86.73
-90.00,-91.75
-90.00,-95.84
-90.00,-94.97
-90.00,-89.99
-90.00,-86.06
-90.00,-85.56
-90.00,-87.89
-90.00,-92.56
-90.00,-94.93
-90.00,-92.73
-180.00,-88.65
-180.00,-85.44
-180.00,-87.48
-180.00,-93.00
